Call_ID,Customer_Id,Agent,Date_Of_Call,Time_Of_Call,Resolved,Answered,Topic,Speed_of_answer_in_seconds,Duration,Satisfaction_rating
305,2784,Joe,2021-01-06,12:05:46 PM,1,1,Admin Support,97,12:01:47 AM,3
306,260,Dan,2021-01-06,12:05:46 PM,0,1,Admin Support,82,12:05:40 AM,3
307,2099,Becky,2021-01-06,12:07:12 PM,0,1,Streaming,102,12:05:53 AM,5
308,4660,Jim,2021-01-06,12:07:12 PM,1,1,Admin Support,120,12:00:52 AM,5
309,2785,Greg,2021-01-06,1:30:43 PM,1,1,Streaming,70,12:05:19 AM,3
310,11,Diane,2021-01-06,1:30:43 PM,0,0,Admin Support,,,
311,2786,Stewart,2021-01-06,1:58:05 PM,1,1,Payment related,122,12:02:56 AM,3
312,12,Martha,2021-01-06,1:58:05 PM,0,0,Streaming,,,
313,2169,Joe,2021-01-06,2:03:50 PM,1,1,Payment related,19,12:00:55 AM,1
314,663,Greg,2021-01-06,2:03:50 PM,1,1,Payment related,71,12:02:37 AM,4
315,348,Joe,2021-01-06,2:13:55 PM,1,1,Technical Support,24,12:04:59 AM,1
316,2170,Martha,2021-01-06,2:13:55 PM,1,1,Technical Support,67,12:05:36 AM,1
317,1921,Martha,2021-01-06,2:32:38 PM,0,1,Streaming,57,12:04:14 AM,3
318,3725,Diane,2021-01-06,2:32:38 PM,1,1,Streaming,108,12:05:03 AM,4
319,3726,Stewart,2021-01-06,2:57:07 PM,1,1,Payment related,99,12:04:08 AM,4
320,349,Stewart,2021-01-06,2:57:07 PM,1,1,Payment related,56,12:04:52 AM,1
321,2787,Stewart,2021-01-06,3:02:53 PM,1,1,Payment related,121,12:03:57 AM,3
322,1190,Greg,2021-01-06,3:02:53 PM,0,0,Admin Support,,,
323,2171,Joe,2021-01-06,3:12:58 PM,1,1,Contract related,72,12:06:00 AM,1
324,3727,Greg,2021-01-06,3:12:58 PM,1,1,Contract related,54,12:06:15 AM,4
325,2788,Martha,2021-01-06,4:17:46 PM,1,1,Admin Support,30,12:04:36 AM,3
326,2456,Jim,2021-01-06,4:17:46 PM,1,1,Payment related,44,12:01:04 AM,2
327,2002,Greg,2021-01-06,4:22:05 PM,0,1,Payment related,97,12:01:58 AM,4
328,514,Jim,2021-01-06,4:22:05 PM,1,1,Streaming,47,12:01:49 AM,3
329,515,Dan,2021-01-06,4:27:50 PM,1,1,Streaming,53,12:01:43 AM,3
330,1191,Dan,2021-01-06,4:27:50 PM,0,0,Contract related,,,
331,13,Martha,2021-01-06,4:35:02 PM,0,0,Payment related,,,
332,1192,Jim,2021-01-06,4:35:02 PM,0,0,Streaming,,,
333,2789,Stewart,2021-01-06,4:39:22 PM,1,1,Admin Support,81,12:03:45 AM,3
334,3728,Diane,2021-01-06,4:39:22 PM,1,1,Contract related,11,12:00:34 AM,4
335,4661,Martha,2021-01-06,5:00:58 PM,1,1,Payment related,48,12:00:53 AM,5
336,4662,Stewart,2021-01-06,5:00:58 PM,1,1,Contract related,37,12:06:54 AM,5
337,3729,Martha,2021-01-06,5:19:41 PM,1,1,Technical Support,115,12:02:34 AM,4
338,3730,Greg,2021-01-06,5:19:41 PM,1,1,Payment related,81,12:00:53 AM,4
339,14,Becky,2021-01-06,5:21:07 PM,0,0,Contract related,,,
340,4663,Jim,2021-01-06,5:21:07 PM,1,1,Admin Support,12,12:03:12 AM,5
341,516,Stewart,2021-01-06,5:22:34 PM,1,1,Admin Support,75,12:02:51 AM,3
342,3731,Jim,2021-01-06,5:22:34 PM,1,1,Contract related,42,12:01:17 AM,4
343,4664,Greg,2021-01-06,5:24:00 PM,1,1,Admin Support,96,12:01:45 AM,5
344,4665,Stewart,2021-01-06,5:24:00 PM,1,1,Payment related,58,12:01:51 AM,5
345,4666,Dan,2021-01-07,9:04:19 AM,1,1,Contract related,62,12:05:16 AM,5
346,4667,Greg,2021-01-07,9:04:19 AM,1,1,Payment related,74,12:02:10 AM,5
347,2790,Becky,2021-01-07,9:07:12 AM,1,1,Technical Support,26,12:01:10 AM,3
348,15,Diane,2021-01-07,9:07:12 AM,0,0,Technical Support,,,
349,2457,Joe,2021-01-07,9:20:10 AM,1,1,Technical Support,40,12:05:08 AM,2
350,517,Joe,2021-01-07,9:20:10 AM,1,1,Streaming,12,12:04:54 AM,3
351,4668,Joe,2021-01-07,10:14:53 AM,1,1,Contract related,114,12:03:41 AM,5
352,3732,Becky,2021-01-07,10:14:53 AM,1,1,Contract related,85,12:03:29 AM,4
353,4669,Diane,2021-01-07,10:23:31 AM,1,1,Admin Support,52,12:01:55 AM,5
354,518,Greg,2021-01-07,10:23:31 AM,1,1,Streaming,60,12:04:18 AM,3
355,3733,Joe,2021-01-07,10:33:36 AM,1,1,Admin Support,76,12:05:07 AM,4
356,1193,Stewart,2021-01-07,10:33:36 AM,0,0,Contract related,,,
357,16,Becky,2021-01-07,10:48:00 AM,0,0,Streaming,,,
358,4670,Joe,2021-01-07,10:48:00 AM,1,1,Streaming,25,12:01:20 AM,5
359,2791,Greg,2021-01-07,11:36:58 AM,1,1,Streaming,37,12:02:32 AM,3
360,2792,Dan,2021-01-07,11:36:58 AM,1,1,Admin Support,71,12:05:41 AM,3
361,2172,Jim,2021-01-07,11:42:43 AM,1,1,Admin Support,76,12:04:37 AM,1
362,2793,Stewart,2021-01-07,11:42:43 AM,1,1,Technical Support,66,12:06:50 AM,3
363,2794,Diane,2021-01-07,11:47:02 AM,1,1,Admin Support,72,12:03:25 AM,3
364,4671,Jim,2021-01-07,11:47:02 AM,1,1,Admin Support,47,12:06:37 AM,5
365,1194,Jim,2021-01-07,12:08:38 PM,0,0,Payment related,,,
366,4672,Greg,2021-01-07,12:08:38 PM,1,1,Payment related,29,12:02:51 AM,5
367,1195,Dan,2021-01-07,12:36:00 PM,0,0,Streaming,,,
368,3734,Becky,2021-01-07,12:36:00 PM,1,1,Contract related,122,12:01:40 AM,4
369,4673,Greg,2021-01-07,12:48:58 PM,1,1,Technical Support,52,12:04:06 AM,5
370,3735,Martha,2021-01-07,12:48:58 PM,1,1,Admin Support,33,12:04:26 AM,4
371,2795,Joe,2021-01-07,1:26:24 PM,1,1,Payment related,123,12:02:24 AM,3
372,3736,Greg,2021-01-07,1:26:24 PM,1,1,Technical Support,23,12:02:03 AM,4
373,1196,Becky,2021-01-07,1:30:43 PM,0,0,Streaming,,,
374,2100,Stewart,2021-01-07,1:30:43 PM,0,1,Admin Support,29,12:03:25 AM,5
375,1197,Greg,2021-01-07,1:42:14 PM,0,0,Contract related,,,
376,781,Becky,2021-01-07,1:42:14 PM,1,1,Streaming,54,12:03:48 AM,5
377,3737,Dan,2021-01-07,1:45:07 PM,1,1,Streaming,14,12:04:43 AM,4
378,2796,Dan,2021-01-07,1:45:07 PM,1,1,Payment related,11,12:04:25 AM,3
379,2173,Joe,2021-01-07,2:31:12 PM,1,1,Payment related,84,12:04:59 AM,1
380,3738,Martha,2021-01-07,2:31:12 PM,1,1,Payment related,21,12:02:51 AM,4
381,1922,Martha,2021-01-07,3:53:17 PM,0,1,Technical Support,81,12:05:10 AM,3
382,1198,Dan,2021-01-07,3:53:17 PM,0,0,Payment related,,,
383,1199,Diane,2021-01-07,4:07:41 PM,0,0,Admin Support,,,
384,3739,Stewart,2021-01-07,4:07:41 PM,1,1,Technical Support,84,12:06:22 AM,4
385,442,Martha,2021-01-07,4:29:17 PM,1,1,Streaming,118,12:03:35 AM,2
386,443,Becky,2021-01-07,4:29:17 PM,1,1,Technical Support,35,12:06:15 AM,2
387,2797,Dan,2021-01-07,4:40:48 PM,1,1,Payment related,82,12:02:13 AM,3
388,3740,Jim,2021-01-07,4:40:48 PM,1,1,Streaming,119,12:03:03 AM,4
389,444,Jim,2021-01-07,5:03:50 PM,1,1,Contract related,107,12:06:46 AM,2
390,3741,Joe,2021-01-07,5:03:50 PM,1,1,Contract related,86,12:00:42 AM,4
391,3742,Diane,2021-01-07,5:39:50 PM,1,1,Streaming,76,12:01:23 AM,4
392,1923,Stewart,2021-01-07,5:39:50 PM,0,1,Streaming,78,12:03:07 AM,3
393,519,Jim,2021-01-07,5:47:02 PM,1,1,Admin Support,118,12:00:33 AM,3
394,17,Diane,2021-01-07,5:47:02 PM,0,0,Technical Support,,,
395,782,Joe,2021-01-07,5:48:29 PM,1,1,Admin Support,47,12:02:02 AM,5
396,2458,Diane,2021-01-07,5:48:29 PM,1,1,Admin Support,86,12:02:58 AM,2
397,2798,Greg,2021-01-07,5:55:41 PM,1,1,Technical Support,76,12:05:52 AM,3
398,3743,Jim,2021-01-07,5:55:41 PM,1,1,Payment related,32,12:03:23 AM,4
399,4674,Joe,2021-01-08,9:00:00 AM,1,1,Admin Support,98,12:03:33 AM,5
400,664,Jim,2021-01-08,9:00:00 AM,1,1,Technical Support,86,12:00:37 AM,4
401,2799,Diane,2021-01-08,9:24:29 AM,1,1,Technical Support,37,12:01:05 AM,3
402,4675,Greg,2021-01-08,9:24:29 AM,1,1,Admin Support,15,12:04:27 AM,5
403,4676,Diane,2021-01-08,9:47:31 AM,1,1,Contract related,114,12:04:13 AM,5
404,1200,Stewart,2021-01-08,9:47:31 AM,0,0,Payment related,,,
405,18,Jim,2021-01-08,9:59:02 AM,0,0,Technical Support,,,
406,1201,Martha,2021-01-08,9:59:02 AM,0,0,Streaming,,,
407,1924,Martha,2021-01-08,10:42:14 AM,0,1,Streaming,23,12:02:16 AM,3
408,19,Dan,2021-01-08,10:42:14 AM,0,0,Payment related,,,
409,2800,Joe,2021-01-08,10:49:26 AM,1,1,Admin Support,69,12:05:41 AM,3
410,3744,Stewart,2021-01-08,10:49:26 AM,1,1,Contract related,15,12:06:10 AM,4
411,520,Becky,2021-01-08,10:49:26 AM,1,1,Technical Support,119,12:05:28 AM,3
412,2174,Becky,2021-01-08,10:49:26 AM,1,1,Streaming,68,12:05:17 AM,1
413,2801,Diane,2021-01-08,11:00:58 AM,1,1,Contract related,115,12:06:10 AM,3
414,4677,Joe,2021-01-08,11:00:58 AM,1,1,Contract related,84,12:01:11 AM,5
415,2003,Dan,2021-01-08,11:16:48 AM,0,1,Contract related,59,12:01:17 AM,4
416,2004,Diane,2021-01-08,11:16:48 AM,0,1,Technical Support,112,12:03:34 AM,4
417,20,Dan,2021-01-08,11:16:48 AM,0,0,Contract related,,,
418,2802,Dan,2021-01-08,11:16:48 AM,1,1,Admin Support,39,12:04:51 AM,3
419,4678,Jim,2021-01-08,12:12:58 PM,1,1,Streaming,31,12:06:35 AM,5
420,2459,Dan,2021-01-08,12:12:58 PM,1,1,Streaming,112,12:03:41 AM,2
421,3745,Greg,2021-01-08,12:14:24 PM,1,1,Streaming,49,12:02:25 AM,4
422,2803,Greg,2021-01-08,12:14:24 PM,1,1,Technical Support,18,12:06:38 AM,3
423,3746,Stewart,2021-01-08,12:38:53 PM,1,1,Technical Support,80,12:02:43 AM,4
424,2804,Dan,2021-01-08,12:38:53 PM,1,1,Admin Support,57,12:02:33 AM,3
425,1202,Stewart,2021-01-08,12:48:58 PM,0,0,Contract related,,,
426,289,Diane,2021-01-08,12:48:58 PM,0,1,Contract related,87,12:06:18 AM,4
427,1203,Diane,2021-01-08,1:10:34 PM,0,0,Payment related,,,
428,2805,Greg,2021-01-08,1:10:34 PM,1,1,Streaming,81,12:05:56 AM,3
429,21,Joe,2021-01-08,1:10:34 PM,0,0,Technical Support,,,
430,4679,Jim,2021-01-08,1:10:34 PM,1,1,Streaming,47,12:02:11 AM,5
431,3747,Joe,2021-01-08,1:17:46 PM,1,1,Streaming,57,12:06:15 AM,4
432,22,Becky,2021-01-08,1:17:46 PM,0,0,Payment related,,,
433,3748,Joe,2021-01-08,1:43:41 PM,1,1,Contract related,104,12:03:55 AM,4
434,2806,Becky,2021-01-08,1:43:41 PM,1,1,Admin Support,16,12:05:46 AM,3
435,3749,Greg,2021-01-08,3:37:26 PM,1,1,Streaming,37,12:04:13 AM,4
436,23,Diane,2021-01-08,3:37:26 PM,0,0,Admin Support,,,
437,3750,Stewart,2021-01-08,3:43:12 PM,1,1,Technical Support,61,12:02:06 AM,4
438,2005,Stewart,2021-01-08,3:43:12 PM,0,1,Admin Support,41,12:03:10 AM,4
439,3751,Diane,2021-01-08,3:53:17 PM,1,1,Streaming,40,12:01:21 AM,4
440,2460,Diane,2021-01-08,3:53:17 PM,1,1,Admin Support,55,12:05:21 AM,2
441,2807,Greg,2021-01-08,3:54:43 PM,1,1,Admin Support,92,12:00:53 AM,3
442,4680,Dan,2021-01-08,3:54:43 PM,1,1,Contract related,118,12:01:38 AM,5
443,2808,Dan,2021-01-08,4:37:55 PM,1,1,Streaming,82,12:05:43 AM,3
444,521,Dan,2021-01-08,4:37:55 PM,1,1,Streaming,83,12:01:20 AM,3
445,2461,Jim,2021-01-08,6:00:00 PM,1,1,Payment related,78,12:05:13 AM,2
446,318,Diane,2021-01-08,6:00:00 PM,0,1,Payment related,111,12:05:14 AM,5
447,3752,Jim,2021-01-09,9:07:12 AM,1,1,Contract related,107,12:05:22 AM,4
448,2462,Martha,2021-01-09,9:07:12 AM,1,1,Streaming,108,12:04:03 AM,2
449,4681,Greg,2021-01-09,9:24:29 AM,1,1,Payment related,97,12:02:39 AM,5
450,783,Dan,2021-01-09,9:24:29 AM,1,1,Streaming,31,12:06:20 AM,5
451,3753,Martha,2021-01-09,9:34:34 AM,1,1,Payment related,20,12:01:49 AM,4
452,522,Jim,2021-01-09,9:34:34 AM,1,1,Admin Support,110,12:06:53 AM,3
453,4682,Dan,2021-01-09,10:22:05 AM,1,1,Technical Support,86,12:05:02 AM,5
454,3754,Becky,2021-01-09,10:22:05 AM,1,1,Streaming,77,12:02:11 AM,4
455,2809,Diane,2021-01-09,10:29:17 AM,1,1,Streaming,119,12:06:47 AM,3
456,1204,Martha,2021-01-09,10:29:17 AM,0,0,Admin Support,,,
457,2810,Jim,2021-01-09,10:32:10 AM,1,1,Technical Support,13,12:03:06 AM,3
458,4683,Stewart,2021-01-09,10:32:10 AM,1,1,Payment related,106,12:02:27 AM,5
459,2811,Joe,2021-01-09,10:58:05 AM,1,1,Payment related,35,12:05:25 AM,3
460,261,Martha,2021-01-09,10:58:05 AM,0,1,Contract related,46,12:05:23 AM,3
461,262,Stewart,2021-01-09,11:05:17 AM,0,1,Admin Support,24,12:06:15 AM,3
462,784,Stewart,2021-01-09,11:05:17 AM,1,1,Streaming,88,12:06:33 AM,5
463,2812,Joe,2021-01-09,11:11:02 AM,1,1,Admin Support,81,12:02:42 AM,3
464,2813,Jim,2021-01-09,11:11:02 AM,1,1,Payment related,96,12:04:33 AM,3
465,2814,Becky,2021-01-09,11:16:48 AM,1,1,Admin Support,46,12:06:05 AM,3
466,3755,Dan,2021-01-09,11:16:48 AM,1,1,Contract related,25,12:01:40 AM,4
467,3756,Stewart,2021-01-09,11:25:26 AM,1,1,Admin Support,81,12:02:07 AM,4
468,1205,Dan,2021-01-09,11:25:26 AM,0,0,Payment related,,,
469,2175,Dan,2021-01-09,11:48:29 AM,1,1,Technical Support,97,12:06:50 AM,1
470,4684,Martha,2021-01-09,11:48:29 AM,1,1,Technical Support,116,12:03:16 AM,5
471,1206,Joe,2021-01-09,11:48:29 AM,0,0,Payment related,,,
472,1207,Dan,2021-01-09,11:48:29 AM,0,0,Admin Support,,,
473,4685,Becky,2021-01-09,11:48:29 AM,1,1,Payment related,87,12:05:45 AM,5
474,3757,Dan,2021-01-09,11:48:29 AM,1,1,Technical Support,43,12:00:35 AM,4
475,2815,Greg,2021-01-09,11:55:41 AM,1,1,Contract related,102,12:04:48 AM,3
476,4686,Dan,2021-01-09,11:55:41 AM,1,1,Payment related,95,12:05:49 AM,5
477,2816,Dan,2021-01-09,12:31:41 PM,1,1,Technical Support,108,12:04:45 AM,3
478,3758,Dan,2021-01-09,12:31:41 PM,1,1,Admin Support,80,12:02:11 AM,4
479,4687,Diane,2021-01-09,12:33:07 PM,1,1,Payment related,61,12:00:36 AM,5
480,4688,Greg,2021-01-09,12:33:07 PM,1,1,Contract related,18,12:05:05 AM,5
481,1208,Joe,2021-01-09,12:40:19 PM,0,0,Payment related,,,
482,2006,Becky,2021-01-09,12:40:19 PM,0,1,Admin Support,10,12:00:54 AM,4
483,2817,Diane,2021-01-09,12:50:24 PM,1,1,Payment related,92,12:02:25 AM,3
484,1209,Jim,2021-01-09,12:50:24 PM,0,0,Technical Support,,,
485,2176,Becky,2021-01-09,1:03:22 PM,1,1,Contract related,120,12:04:28 AM,1
486,2818,Dan,2021-01-09,1:03:22 PM,1,1,Technical Support,63,12:04:59 AM,3
487,1210,Becky,2021-01-09,1:39:22 PM,0,0,Streaming,,,
488,2819,Joe,2021-01-09,1:39:22 PM,1,1,Streaming,101,12:05:30 AM,3
489,350,Joe,2021-01-09,1:59:31 PM,1,1,Payment related,105,12:01:20 AM,1
490,3759,Joe,2021-01-09,1:59:31 PM,1,1,Contract related,21,12:01:38 AM,4
491,3760,Joe,2021-01-09,2:12:29 PM,1,1,Payment related,34,12:05:10 AM,4
492,2177,Stewart,2021-01-09,2:12:29 PM,1,1,Technical Support,78,12:03:25 AM,1
493,2820,Diane,2021-01-09,2:19:41 PM,1,1,Streaming,44,12:02:54 AM,3
494,2178,Joe,2021-01-09,2:19:41 PM,1,1,Admin Support,98,12:01:43 AM,1
495,351,Martha,2021-01-09,2:51:22 PM,1,1,Payment related,23,12:03:23 AM,1
496,523,Stewart,2021-01-09,2:51:22 PM,1,1,Admin Support,28,12:06:20 AM,3
497,24,Joe,2021-01-09,3:43:12 PM,0,0,Technical Support,,,
498,4689,Martha,2021-01-09,3:43:12 PM,1,1,Admin Support,43,12:01:03 AM,5
499,1211,Stewart,2021-01-09,4:58:05 PM,0,0,Streaming,,,
500,25,Martha,2021-01-09,4:58:05 PM,0,0,Contract related,,,
501,3761,Diane,2021-01-09,5:05:17 PM,1,1,Payment related,119,12:00:50 AM,4
502,4690,Dan,2021-01-09,5:05:17 PM,1,1,Payment related,32,12:02:54 AM,5
503,1925,Greg,2021-01-09,5:21:07 PM,0,1,Streaming,50,12:04:17 AM,3
504,1212,Jim,2021-01-09,5:21:07 PM,0,0,Admin Support,,,
505,3762,Joe,2021-01-09,5:22:34 PM,1,1,Payment related,35,12:04:46 AM,4
506,2821,Jim,2021-01-09,5:22:34 PM,1,1,Contract related,27,12:02:43 AM,3
507,3763,Stewart,2021-01-09,5:24:00 PM,1,1,Streaming,121,12:03:20 AM,4
508,445,Becky,2021-01-09,5:24:00 PM,1,1,Streaming,42,12:06:58 AM,2
509,1213,Greg,2021-01-09,5:28:19 PM,0,0,Technical Support,,,
510,1214,Dan,2021-01-09,5:28:19 PM,0,0,Technical Support,,,
511,4691,Greg,2021-01-09,5:32:38 PM,1,1,Payment related,107,12:01:05 AM,5
512,665,Martha,2021-01-09,5:32:38 PM,1,1,Streaming,116,12:03:31 AM,4
513,1926,Dan,2021-01-09,5:42:43 PM,0,1,Technical Support,60,12:02:06 AM,3
514,3764,Jim,2021-01-09,5:42:43 PM,1,1,Payment related,116,12:04:38 AM,4
515,4692,Stewart,2021-01-10,9:00:00 AM,1,1,Payment related,19,12:06:11 AM,5
516,2822,Martha,2021-01-10,9:00:00 AM,1,1,Contract related,75,12:05:50 AM,3
517,2823,Becky,2021-01-10,9:08:38 AM,1,1,Admin Support,23,12:00:48 AM,3
518,2824,Diane,2021-01-10,9:08:38 AM,1,1,Technical Support,69,12:03:53 AM,3
519,4693,Jim,2021-01-10,10:06:14 AM,1,1,Streaming,64,12:04:23 AM,5
520,2825,Martha,2021-01-10,10:06:14 AM,1,1,Streaming,117,12:03:23 AM,3
521,3765,Jim,2021-01-10,10:35:02 AM,1,1,Streaming,12,12:06:34 AM,4
522,3766,Diane,2021-01-10,10:35:02 AM,1,1,Admin Support,102,12:02:38 AM,4
523,3767,Dan,2021-01-10,11:11:02 AM,1,1,Technical Support,46,12:06:32 AM,4
524,290,Martha,2021-01-10,11:11:02 AM,0,1,Streaming,47,12:01:27 AM,4
525,3768,Dan,2021-01-10,11:18:14 AM,1,1,Streaming,98,12:02:23 AM,4
526,666,Jim,2021-01-10,11:18:14 AM,1,1,Contract related,84,12:04:17 AM,4
527,2826,Greg,2021-01-10,11:29:46 AM,1,1,Streaming,12,12:02:13 AM,3
528,3769,Greg,2021-01-10,11:29:46 AM,1,1,Payment related,88,12:03:26 AM,4
529,2179,Stewart,2021-01-10,11:31:12 AM,1,1,Contract related,97,12:05:53 AM,1
530,2827,Joe,2021-01-10,11:31:12 AM,1,1,Admin Support,51,12:05:56 AM,3
531,1215,Becky,2021-01-10,11:47:02 AM,0,0,Admin Support,,,
532,3770,Dan,2021-01-10,11:47:02 AM,1,1,Streaming,106,12:02:37 AM,4
533,3771,Diane,2021-01-10,12:27:22 PM,1,1,Admin Support,34,12:03:52 AM,4
534,1216,Stewart,2021-01-10,12:27:22 PM,0,0,Streaming,,,
535,524,Dan,2021-01-10,12:33:07 PM,1,1,Technical Support,51,12:05:33 AM,3
536,3772,Greg,2021-01-10,12:33:07 PM,1,1,Technical Support,74,12:04:54 AM,4
537,2828,Greg,2021-01-10,12:56:10 PM,1,1,Contract related,29,12:01:16 AM,3
538,2829,Martha,2021-01-10,12:56:10 PM,1,1,Admin Support,123,12:06:15 AM,3
539,3773,Becky,2021-01-10,1:13:26 PM,1,1,Contract related,100,12:00:41 AM,4
540,2830,Dan,2021-01-10,1:13:26 PM,1,1,Streaming,43,12:06:53 AM,3
541,3774,Becky,2021-01-10,1:48:00 PM,1,1,Technical Support,24,12:04:29 AM,4
542,3775,Jim,2021-01-10,1:48:00 PM,1,1,Streaming,78,12:06:14 AM,4
543,4694,Joe,2021-01-10,1:52:19 PM,1,1,Payment related,28,12:06:07 AM,5
544,2831,Joe,2021-01-10,1:52:19 PM,1,1,Admin Support,36,12:01:28 AM,3
545,26,Joe,2021-01-10,2:09:36 PM,0,0,Payment related,,,
546,2463,Jim,2021-01-10,2:09:36 PM,1,1,Payment related,10,12:04:32 AM,2
547,2832,Dan,2021-01-10,2:16:48 PM,1,1,Streaming,43,12:06:42 AM,3
548,2833,Stewart,2021-01-10,2:16:48 PM,1,1,Technical Support,19,12:00:38 AM,3
549,2834,Diane,2021-01-10,2:25:26 PM,1,1,Admin Support,74,12:06:34 AM,3
550,2180,Jim,2021-01-10,2:25:26 PM,1,1,Streaming,71,12:04:05 AM,1
551,4695,Joe,2021-01-10,2:32:38 PM,1,1,Admin Support,117,12:06:16 AM,5
552,2835,Joe,2021-01-10,2:32:38 PM,1,1,Contract related,61,12:05:01 AM,3
553,2836,Joe,2021-01-10,2:58:34 PM,1,1,Contract related,118,12:03:20 AM,3
554,3776,Martha,2021-01-10,2:58:34 PM,1,1,Admin Support,87,12:04:18 AM,4
555,3777,Diane,2021-01-10,3:56:10 PM,1,1,Payment related,48,12:01:06 AM,4
556,2181,Joe,2021-01-10,3:56:10 PM,1,1,Contract related,112,12:02:14 AM,1
557,785,Stewart,2021-01-10,4:00:29 PM,1,1,Contract related,99,12:02:44 AM,5
558,3778,Becky,2021-01-10,4:00:29 PM,1,1,Technical Support,103,12:02:56 AM,4
559,4696,Joe,2021-01-10,4:37:55 PM,1,1,Payment related,102,12:00:38 AM,5
560,4697,Joe,2021-01-10,4:37:55 PM,1,1,Payment related,74,12:06:56 AM,5
561,2182,Greg,2021-01-10,4:37:55 PM,1,1,Payment related,28,12:01:29 AM,1
562,3779,Joe,2021-01-10,4:37:55 PM,1,1,Contract related,64,12:02:33 AM,4
563,27,Diane,2021-01-10,4:42:14 PM,0,0,Contract related,,,
564,3780,Becky,2021-01-10,4:42:14 PM,1,1,Payment related,81,12:06:36 AM,4
565,525,Becky,2021-01-10,4:58:05 PM,1,1,Streaming,121,12:01:04 AM,3
566,3781,Joe,2021-01-10,4:58:05 PM,1,1,Technical Support,117,12:02:51 AM,4
567,3782,Diane,2021-01-10,5:24:00 PM,1,1,Payment related,55,12:04:14 AM,4
568,1217,Stewart,2021-01-10,5:24:00 PM,0,0,Technical Support,,,
569,2837,Becky,2021-01-10,5:25:26 PM,1,1,Streaming,79,12:02:30 AM,3
570,2183,Martha,2021-01-10,5:25:26 PM,1,1,Technical Support,120,12:02:09 AM,1
571,2464,Stewart,2021-01-10,5:31:12 PM,1,1,Contract related,50,12:02:41 AM,2
572,1857,Martha,2021-01-10,5:31:12 PM,0,1,Admin Support,15,12:03:03 AM,1
573,526,Dan,2021-01-10,5:35:31 PM,1,1,Streaming,10,12:04:58 AM,3
574,2838,Greg,2021-01-10,5:35:31 PM,1,1,Technical Support,110,12:04:14 AM,3
575,2839,Greg,2021-01-10,5:39:50 PM,1,1,Payment related,69,12:00:47 AM,3
576,236,Jim,2021-01-10,5:39:50 PM,0,1,Contract related,122,12:02:48 AM,1
577,527,Diane,2021-01-10,5:48:29 PM,1,1,Contract related,47,12:00:58 AM,3
578,2101,Greg,2021-01-10,5:48:29 PM,0,1,Technical Support,124,12:06:46 AM,5
579,2840,Martha,2021-01-11,9:30:14 AM,1,1,Streaming,92,12:02:01 AM,3
580,2465,Becky,2021-01-11,9:30:14 AM,1,1,Payment related,110,12:05:32 AM,2
581,3783,Stewart,2021-01-11,9:37:26 AM,1,1,Streaming,84,12:02:25 AM,4
582,1218,Stewart,2021-01-11,9:37:26 AM,0,0,Admin Support,,,
583,4698,Diane,2021-01-11,9:38:53 AM,1,1,Admin Support,81,12:04:21 AM,5
584,3784,Greg,2021-01-11,9:38:53 AM,1,1,Payment related,116,12:02:09 AM,4
585,1219,Diane,2021-01-11,9:38:53 AM,0,0,Payment related,,,
586,2841,Joe,2021-01-11,9:38:53 AM,1,1,Streaming,63,12:04:09 AM,3
587,1220,Dan,2021-01-11,9:48:58 AM,0,0,Streaming,,,
588,528,Joe,2021-01-11,9:48:58 AM,1,1,Streaming,30,12:04:31 AM,3
589,2842,Diane,2021-01-11,10:04:48 AM,1,1,Admin Support,22,12:05:42 AM,3
590,2843,Stewart,2021-01-11,10:04:48 AM,1,1,Technical Support,31,12:05:20 AM,3
591,529,Diane,2021-01-11,10:13:26 AM,1,1,Payment related,47,12:02:32 AM,3
592,2844,Dan,2021-01-11,10:13:26 AM,1,1,Technical Support,88,12:04:34 AM,3
593,3785,Martha,2021-01-11,10:20:38 AM,1,1,Streaming,106,12:03:39 AM,4
594,786,Diane,2021-01-11,10:20:38 AM,1,1,Payment related,70,12:01:27 AM,5
595,2845,Martha,2021-01-11,10:26:24 AM,1,1,Payment related,77,12:05:37 AM,3
596,2846,Joe,2021-01-11,10:26:24 AM,1,1,Streaming,82,12:06:41 AM,3
597,2847,Greg,2021-01-11,10:32:10 AM,1,1,Contract related,84,12:04:45 AM,3
598,3786,Martha,2021-01-11,10:32:10 AM,1,1,Technical Support,50,12:06:06 AM,4
599,28,Martha,2021-01-11,11:05:17 AM,0,0,Admin Support,,,
600,2848,Becky,2021-01-11,11:05:17 AM,1,1,Contract related,73,12:00:45 AM,3
601,2849,Greg,2021-01-11,11:28:19 AM,1,1,Contract related,79,12:05:24 AM,3
602,4699,Dan,2021-01-11,11:28:19 AM,1,1,Contract related,124,12:03:58 AM,5
603,1221,Stewart,2021-01-11,11:29:46 AM,0,0,Admin Support,,,
604,2007,Becky,2021-01-11,11:29:46 AM,0,1,Technical Support,75,12:03:33 AM,4
605,2850,Becky,2021-01-11,11:36:58 AM,1,1,Technical Support,34,12:04:31 AM,3
606,29,Stewart,2021-01-11,11:36:58 AM,0,0,Payment related,,,
607,530,Stewart,2021-01-11,11:47:02 AM,1,1,Streaming,116,12:03:56 AM,3
608,2851,Dan,2021-01-11,11:47:02 AM,1,1,Payment related,20,12:00:33 AM,3
609,2184,Jim,2021-01-11,12:10:05 PM,1,1,Streaming,105,12:06:38 AM,1
