Customer_ID,Location_ID,Status_ID,Churn_reason_ID,Contract_ID,Number_Of_Referrals,Referred_A_Friend,Gender,Age,Married,Dependents,Number_Of_Dependents,Quarter,Tenure_In_Months,Offer,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Revenue,CLTV,Churn_Score,Satisfaction_Score
206,194,3,6,1,1,1,Male,28,1,0,0,Q3,23,None,1,Bank Withdrawal,99.85,2331.3,0,3204.15,3425,83,1
207,195,3,5,1,0,0,Male,63,0,0,0,Q3,2,None,0,Bank Withdrawal,45.35,89.5,0,140.48,3478,81,1
208,196,3,12,1,0,0,Male,37,0,0,0,Q3,1,None,1,Credit Card,48.55,48.55,0,59.9,5687,77,1
209,197,1,,3,0,0,Male,44,0,1,1,Q3,3,None,1,Credit Card,26.4,121.25,0,222.86,4315,77,5
210,195,3,1,1,1,1,Female,74,1,0,0,Q3,68,None,1,Bank Withdrawal,100.2,6851.65,0,8302.09,4481,70,1
211,198,3,1,1,0,0,Male,44,0,0,0,Q3,8,None,1,Bank Withdrawal,94.7,740.3,0,976.22,5811,94,1
212,199,2,,2,9,1,Female,21,1,0,0,Q3,70,Offer A,1,Bank Withdrawal,97.65,6982.5,0,8228.7,4252,35,4
213,200,2,,2,9,1,Male,62,1,1,3,Q3,39,Offer C,0,Bank Withdrawal,100,3835.55,0,4509.86,5434,64,3
214,201,3,5,1,0,0,Female,43,0,0,0,Q3,1,None,1,Bank Withdrawal,70.1,70.1,0,87.47,3706,84,1
215,121,3,16,1,0,0,Female,40,0,0,0,Q3,3,None,1,Bank Withdrawal,97.9,315.3,0,405.84,4330,86,3
216,202,2,,2,8,1,Male,48,1,0,0,Q3,60,Offer B,0,Bank Withdrawal,102.5,6157.6,0,7310.8,4968,54,5
217,203,3,17,1,1,1,Female,55,1,0,0,Q3,5,Offer E,0,Bank Withdrawal,69.95,330.15,0,415.55,2969,81,2
218,76,3,2,1,0,0,Male,77,0,0,0,Q3,3,Offer E,1,Bank Withdrawal,81.35,233.7,0,261.36,2818,73,1
219,204,2,,2,0,0,Female,41,1,0,0,Q3,55,None,1,Credit Card,66.05,3462.1,44.53,5513.47,5501,68,4
220,205,2,,3,0,0,Male,43,0,0,0,Q3,72,None,1,Credit Card,61.2,4390.25,0,4390.25,4085,38,3
221,206,2,,3,7,1,Male,69,1,0,0,Q3,72,Offer A,0,Bank Withdrawal,74.4,5360.75,0,5880.19,5590,58,4
222,207,3,16,1,0,0,Female,63,0,0,0,Q3,41,None,1,Bank Withdrawal,106.3,4443.45,0,5001.08,5383,85,2
223,208,2,,3,0,0,Male,38,0,0,0,Q3,60,Offer B,0,Bank Withdrawal,39.6,2424.5,38.46,2386.04,5544,32,3
224,177,3,6,1,0,0,Female,43,0,0,0,Q3,6,None,0,Bank Withdrawal,89.3,577.6,0,593.2,5800,91,1
225,209,2,,3,6,1,Female,29,1,0,0,Q3,46,None,1,Credit Card,108.9,4854.3,0,4946.3,5119,45,5
226,210,2,,1,0,0,Female,46,0,0,0,Q3,15,None,0,Mailed Check,19.9,320.45,0,361.55,3366,29,4
227,128,3,2,1,1,1,Female,33,1,0,0,Q3,58,None,1,Credit Card,102.1,5885.4,0,6188.98,4415,96,2
228,211,2,,3,10,1,Male,60,1,1,3,Q3,23,None,0,Credit Card,19.6,426.65,0,1209.57,4617,35,5
229,212,3,6,1,1,1,Female,70,1,0,0,Q3,31,Offer C,1,Bank Withdrawal,98.9,2911.3,0,4397.75,4050,91,2
230,213,2,,1,1,1,Male,54,1,0,0,Q3,11,Offer D,1,Bank Withdrawal,45.9,521.9,0,664.35,3880,41,5
231,214,2,,3,0,0,Female,80,0,0,0,Q3,56,None,1,Bank Withdrawal,99.9,5706.3,0,6676.78,5840,45,3
232,215,2,,1,0,0,Female,41,0,1,3,Q3,25,Offer C,0,Credit Card,20.05,471.7,0,793.45,2192,24,5
233,216,2,,3,0,0,Female,38,0,0,0,Q3,68,Offer A,0,Credit Card,64.35,4539.6,0,4669.6,4146,40,3
234,217,2,,3,0,0,Female,48,0,0,0,Q3,40,None,0,Credit Card,19.65,830.25,0,1871.45,3878,75,4
235,218,3,17,1,0,0,Male,46,0,0,0,Q3,36,None,1,Bank Withdrawal,84.9,3067.2,0,3954.96,2455,69,1
236,219,3,17,1,0,0,Male,22,0,0,0,Q3,32,Offer C,1,Credit Card,108.15,3432.9,0,4318.98,2541,69,1
237,220,2,,3,10,1,Male,28,1,1,3,Q3,71,Offer A,0,Bank Withdrawal,86.85,6263.8,0,6981.61,6452,60,4
238,221,2,,1,2,1,Male,58,1,0,0,Q3,17,Offer D,1,Bank Withdrawal,102.55,1742.5,0,1914.37,3803,75,5
239,222,2,,1,6,1,Male,55,1,0,0,Q3,18,Offer D,0,Bank Withdrawal,78.2,1468.75,0,2040.97,2831,79,5
240,223,2,,1,0,0,Female,52,0,0,0,Q3,37,None,0,Bank Withdrawal,91.2,3382.3,0,3816.31,5135,44,3
241,224,1,,1,0,0,Male,42,0,0,0,Q3,2,None,0,Credit Card,19.35,46.35,0,135.03,5863,52,3
242,225,2,,2,6,1,Female,56,1,1,2,Q3,28,Offer C,1,Bank Withdrawal,70.4,1992.2,0,2354.52,5195,54,3
243,226,2,,2,0,0,Male,34,0,0,0,Q3,9,Offer E,0,Credit Card,39.55,373,0,373,3755,67,3
244,227,1,,1,0,0,Female,63,0,0,0,Q3,1,Offer E,0,Bank Withdrawal,50.15,50.15,0,138.48,4421,30,3
245,228,2,,3,1,1,Male,59,1,0,0,Q3,65,None,1,Credit Card,20.4,1414.45,0,2939.35,5368,80,3
246,229,1,,1,0,0,Female,62,0,0,0,Q3,3,None,0,Bank Withdrawal,44.6,122.7,0,169.47,3122,74,4
247,230,3,6,1,0,0,Female,31,0,0,0,Q3,1,Offer E,1,Bank Withdrawal,34.7,34.7,0,34.7,4476,81,3
248,231,2,,1,3,1,Male,24,1,0,0,Q3,36,Offer C,1,Bank Withdrawal,93.6,3366.05,16.56,4837.37,2701,53,4
249,232,3,14,1,0,0,Male,21,0,0,0,Q3,23,None,1,Bank Withdrawal,90.6,1943.2,4.73,2828.34,4359,82,2
250,233,2,,1,9,1,Male,21,1,1,3,Q3,22,Offer D,1,Credit Card,57.95,1271.8,0,2208.56,5036,41,3
251,234,2,,3,1,1,Female,56,1,0,0,Q3,72,None,0,Credit Card,112.1,7965.95,18.88,8275.39,4272,62,4
252,235,3,19,1,7,1,Female,31,1,0,0,Q3,17,None,0,Bank Withdrawal,88.25,1460.65,0,1765.12,4041,68,2
253,236,3,5,1,0,0,Female,20,0,0,0,Q3,3,None,0,Bank Withdrawal,85.8,272.2,0,304,5641,89,1
254,237,3,13,2,1,1,Male,31,1,0,0,Q3,58,Offer B,0,Credit Card,60.3,3563.8,0,4562.56,4026,88,2
255,238,2,,3,1,1,Male,60,1,0,0,Q3,67,None,0,Credit Card,81.35,5398.6,0,8430.35,4219,51,3
256,239,2,,2,0,0,Male,72,0,0,0,Q3,34,None,1,Bank Withdrawal,99.85,3343.15,0,4533.15,5626,71,5
257,160,2,,1,0,0,Male,56,0,0,0,Q3,10,None,0,Credit Card,20,198.7,0,242.9,2411,66,5
258,240,2,,3,0,0,Female,42,0,0,0,Q3,69,Offer A,1,Credit Card,85.35,5897.4,0,7171.83,6499,37,3
259,241,2,,2,0,0,Male,38,0,0,0,Q3,40,None,0,Credit Card,62.05,2511.55,0,2511.55,2290,34,3
260,129,2,,1,0,0,Male,64,0,0,0,Q3,20,Offer D,0,Credit Card,64.4,1398.6,0,1650.6,2120,80,3
261,242,2,,3,9,1,Female,61,1,1,1,Q3,46,None,0,Credit Card,19.4,967.85,0,3152.85,2320,47,4
262,243,3,12,1,1,1,Female,28,1,0,0,Q3,2,None,1,Bank Withdrawal,74.4,139.4,0,158.98,4263,77,1
263,244,3,6,1,1,1,Female,76,1,1,2,Q3,1,Offer E,1,Mailed Check,70.45,70.45,0,85.73,3964,76,2
264,245,2,,3,7,1,Female,44,1,0,0,Q3,72,None,1,Credit Card,105,7589.8,0,8063.56,5678,70,3
265,246,2,,3,0,0,Male,28,1,1,3,Q3,70,None,0,Credit Card,25.15,1790.15,0,1875.55,5114,39,3
266,247,1,,1,0,0,Female,34,0,0,0,Q3,2,None,0,Credit Card,19.3,44.4,0,144.22,3009,43,3
267,248,2,,1,0,0,Male,25,0,1,3,Q3,23,Offer D,1,Bank Withdrawal,55.3,1284.2,0,1320.54,4028,65,4
268,249,2,,1,4,1,Male,58,1,0,0,Q3,36,Offer C,1,Bank Withdrawal,95.4,3474.2,0,4935.08,5111,44,3
269,250,3,16,1,0,0,Male,70,1,0,0,Q3,59,None,1,Bank Withdrawal,93.85,5574.75,8.13,6202.64,5390,85,2
270,251,2,,3,0,0,Male,24,0,0,0,Q3,67,Offer A,0,Bank Withdrawal,20.5,1430.95,0,4600.72,4416,45,5
271,252,2,,3,4,1,Male,22,1,1,3,Q3,72,None,1,Bank Withdrawal,105.55,7542.25,0,8152.01,4331,62,3
272,253,3,20,1,0,0,Female,22,0,0,0,Q3,37,None,1,Bank Withdrawal,101.9,3545.35,0,4434.83,4437,83,3
273,254,2,,3,4,1,Female,36,1,1,1,Q3,72,Offer A,0,Bank Withdrawal,24.45,1709.1,0,3189.42,5335,64,3
274,255,2,,3,10,1,Male,23,1,0,0,Q3,72,Offer A,0,Credit Card,19.7,1421.9,0,3435.74,6436,36,3
275,256,3,9,1,0,0,Male,21,0,1,2,Q3,3,Offer E,1,Bank Withdrawal,74.4,229.55,8.74,264.61,4415,76,1
276,257,3,8,2,0,0,Female,75,1,0,0,Q3,54,Offer B,1,Credit Card,101.5,5373.1,0,7181.56,6405,68,2
277,258,3,7,1,1,1,Male,59,1,0,0,Q3,60,None,1,Bank Withdrawal,95.75,5742.9,0,7856.1,4129,88,2
278,259,2,,2,8,1,Female,35,1,0,0,Q3,58,Offer B,1,Credit Card,110.65,6526.65,0,8727.75,4761,55,3
279,260,2,,1,1,1,Female,64,1,0,0,Q3,31,Offer C,1,Bank Withdrawal,83.85,2674.15,11.37,3035.71,4283,56,3
280,261,1,,1,0,0,Female,62,0,0,0,Q3,3,None,1,Bank Withdrawal,60.25,170.5,0,300.8,4830,31,4
281,262,2,,3,0,0,Male,20,0,0,0,Q3,55,None,1,Bank Withdrawal,59.2,3175.85,0,3851.25,5162,33,3
282,263,3,12,1,0,0,Female,58,0,0,0,Q3,1,Offer E,0,Credit Card,44.4,44.4,0,70.93,3204,76,2
283,264,2,,1,1,1,Male,44,1,0,0,Q3,49,Offer B,1,Credit Card,85.3,4297.95,0,4994.24,4696,71,4
284,128,3,12,1,0,0,Male,40,0,0,0,Q3,8,None,0,Mailed Check,25.5,215.2,0,215.2,5578,78,2
285,46,2,,3,0,0,Female,72,0,0,0,Q3,39,None,1,Bank Withdrawal,99.75,4036,0,4427.17,3860,58,3
286,265,2,,3,9,1,Male,43,1,0,0,Q3,66,Offer A,1,Credit Card,66.1,4428.45,0,6917.31,5933,73,3
287,266,2,,2,7,1,Female,23,1,0,0,Q3,15,None,0,Credit Card,20.55,295.95,0,815.4,3009,22,5
288,128,2,,2,1,1,Female,34,1,0,0,Q3,51,Offer B,1,Bank Withdrawal,98.85,4947.55,0,7511.27,6034,43,5
289,184,2,,3,0,0,Male,74,0,0,0,Q3,9,None,0,Mailed Check,49.2,447.9,0,511.89,2145,22,4
290,267,3,3,1,0,0,Female,54,0,0,0,Q3,1,Offer E,0,Credit Card,20.9,20.9,0,36.41,5527,90,3
291,268,2,,2,0,0,Male,29,0,0,0,Q3,25,Offer C,1,Bank Withdrawal,19.5,516.3,0,605.8,4761,36,4
292,269,2,,1,9,1,Male,56,1,0,0,Q3,22,None,1,Bank Withdrawal,87,1850.65,0,2921.61,5233,49,4
293,270,2,,1,0,0,Male,40,0,0,0,Q3,15,None,1,Bank Withdrawal,49,749.25,0,925.5,2597,25,3
294,232,3,11,2,1,1,Female,37,1,0,0,Q3,28,None,1,Bank Withdrawal,90.1,2598.95,0,3111.63,5958,91,3
295,88,1,,1,0,0,Male,47,0,0,0,Q3,3,None,0,Credit Card,90.7,237.65,0,253.82,3953,69,4
296,271,2,,1,3,1,Female,34,1,0,0,Q3,47,Offer B,1,Bank Withdrawal,100.5,4707.1,0,6500.15,4488,70,3
297,272,2,,3,0,0,Female,21,0,0,0,Q3,67,Offer A,1,Mailed Check,85.25,5714.2,1.31,6296.46,6322,61,4
298,124,2,,1,0,0,Female,78,0,0,0,Q3,18,Offer D,1,Bank Withdrawal,74.7,1294.6,0,1694.22,3896,62,4
299,273,2,,3,1,1,Male,47,1,0,0,Q3,62,Offer B,1,Credit Card,60.15,3753.2,0,5842.6,4404,80,5
300,274,2,,2,0,0,Female,51,0,0,0,Q3,41,None,1,Bank Withdrawal,80.55,3263.9,0,3516.46,4176,29,3
301,275,2,,1,0,0,Female,64,0,0,0,Q3,44,Offer B,1,Credit Card,50.15,2139.1,0,2949.58,5790,42,3
302,276,2,,2,0,0,Female,59,0,0,0,Q3,53,None,1,Credit Card,94.45,5042.75,0,6838.39,5452,64,4
303,277,2,,3,4,1,Male,44,1,0,0,Q3,48,None,1,Credit Card,20.05,1036,0,2622.88,2964,28,3
304,278,2,,2,2,1,Female,79,1,0,0,Q3,54,Offer B,1,Bank Withdrawal,115.6,6431.05,0,8791.39,4337,45,3
305,279,3,16,1,3,1,Female,28,1,0,0,Q3,48,None,1,Bank Withdrawal,45.3,2145,0,2285,4926,65,1
306,280,2,,1,0,0,Male,39,0,0,0,Q3,24,Offer C,1,Bank Withdrawal,99.65,2404.85,0,3021.17,5207,47,3
307,281,2,,3,0,0,Male,32,0,0,0,Q3,33,Offer C,0,Bank Withdrawal,80.6,2651.1,0,3801.15,5542,80,4
308,282,2,,3,1,1,Male,58,1,0,0,Q3,66,None,0,Bank Withdrawal,85.25,5538.35,0,8366.45,5012,38,4
309,283,1,,1,3,1,Female,61,1,1,2,Q3,3,None,1,Bank Withdrawal,69.55,200.2,33.8,171.41,5998,59,3
310,284,2,,3,0,0,Female,58,0,0,0,Q3,13,Offer D,0,Credit Card,35.4,450.4,0,550.4,3239,69,3
311,285,2,,3,1,1,Male,19,1,0,0,Q3,63,None,0,Credit Card,83.5,5435,0,6282.35,4652,75,4
312,286,3,12,1,0,0,Female,45,1,0,0,Q3,23,None,0,Bank Withdrawal,83.8,1900.25,0,2792.88,5737,80,1
313,287,2,,3,0,0,Male,26,0,1,1,Q3,52,None,0,Credit Card,25.6,1334.5,0,2536.74,5662,76,3
314,288,1,,1,0,0,Male,23,0,0,0,Q3,3,Offer E,1,Credit Card,20.75,67.1,0,116.27,2406,30,5
315,289,2,,1,0,0,Male,23,0,0,0,Q3,10,None,1,Bank Withdrawal,56.75,503.25,0,836.25,2037,70,5
316,290,2,,3,10,1,Female,39,1,1,2,Q3,72,None,0,Bank Withdrawal,20.1,1460.85,0,2481.09,4598,30,5
317,291,2,,1,0,0,Male,62,0,0,0,Q3,29,Offer C,1,Credit Card,98.8,2807.1,0,4204.9,4580,42,5
318,292,2,,2,8,1,Female,70,1,0,0,Q3,62,Offer B,1,Bank Withdrawal,104.85,6312.9,0,7722.78,5061,68,3
319,293,3,14,2,1,1,Male,34,1,0,0,Q3,41,None,1,Bank Withdrawal,73,3001.2,0,3653.51,2041,86,2
320,294,3,8,1,0,0,Male,47,0,0,0,Q3,43,Offer B,1,Bank Withdrawal,77.85,3365.85,0,5478.44,5107,91,1
321,145,2,,3,0,0,Female,63,0,1,1,Q3,26,Offer C,1,Bank Withdrawal,105.45,2715.3,0,2779.78,5980,62,5
322,295,2,,1,9,1,Female,58,1,0,0,Q3,19,Offer D,1,Bank Withdrawal,96.8,1743.05,0,1945.97,3249,66,5
323,296,2,,3,8,1,Female,42,1,1,3,Q3,72,None,0,Credit Card,24.25,1784.5,49.76,5161.94,5897,26,4
324,297,2,,2,0,0,Female,74,0,0,0,Q3,45,Offer B,1,Bank Withdrawal,102.15,4735.35,0,6270.75,5391,69,4
325,298,2,,2,0,0,Male,43,0,0,0,Q3,32,None,1,Bank Withdrawal,64.85,2010.95,0,2507.59,4895,29,5
326,274,2,,1,0,0,Male,23,0,0,0,Q3,41,None,1,Bank Withdrawal,25.25,996.45,0,2686.06,3461,40,4
327,299,2,,3,4,1,Male,52,1,1,2,Q3,65,None,0,Credit Card,24.75,1715.1,0,4087.6,6263,39,5
328,300,3,10,1,0,0,Male,37,1,1,1,Q3,55,None,1,Bank Withdrawal,96.75,5238.9,0,7937.2,5154,75,1
329,301,2,,3,2,1,Male,48,1,1,2,Q3,11,Offer D,0,Credit Card,19.65,225.75,0,674.11,3372,33,3
330,302,2,,3,0,0,Female,58,0,0,0,Q3,49,Offer B,1,Bank Withdrawal,74.45,3721.9,0,4089.89,4517,60,5
331,303,2,,1,1,1,Male,49,1,0,0,Q3,61,None,0,Bank Withdrawal,99.4,5943.65,0,6867.8,5404,44,4
332,304,2,,1,5,1,Male,49,1,1,2,Q3,25,None,1,Credit Card,19.15,477.6,0,954.85,3829,57,4
333,305,3,9,1,0,0,Female,41,0,0,0,Q3,1,None,1,Bank Withdrawal,69.5,69.5,0,77.81,3365,91,1
334,25,2,,2,0,0,Female,61,0,1,3,Q3,23,Offer D,1,Bank Withdrawal,49.45,1119.35,0,1713.9,5237,70,3
335,306,2,,1,0,0,Male,28,0,0,0,Q3,21,Offer D,1,Bank Withdrawal,73.7,1558.7,0,2158.04,2071,39,5
336,193,3,11,1,0,0,Female,39,0,0,0,Q3,1,None,1,Bank Withdrawal,79.7,79.7,0,113.58,2066,75,3
337,307,3,1,1,1,1,Male,78,1,0,0,Q3,5,None,1,Bank Withdrawal,79.9,343.95,0,397.25,4324,90,2
338,308,2,,2,10,1,Male,61,1,0,0,Q3,24,Offer C,0,Bank Withdrawal,74.4,1712.9,0,2501.54,4310,68,3
339,309,3,6,1,0,0,Female,72,0,0,0,Q3,27,None,0,Credit Card,88.3,2467.75,0,2925.13,2420,96,3
340,310,2,,3,7,1,Female,41,1,0,0,Q3,70,Offer A,0,Bank Withdrawal,19.8,1397.65,0,2217.35,4500,30,4
341,311,3,5,1,0,0,Female,78,0,0,0,Q3,5,None,1,Credit Card,75.55,349.65,0,561.3,4028,90,1
342,312,2,,3,1,1,Male,54,1,1,1,Q3,46,None,1,Credit Card,20.2,917.45,0,3029.77,3136,35,3
343,313,1,,1,5,1,Female,33,1,1,1,Q3,2,None,1,Bank Withdrawal,71.65,135.75,0,193.81,3916,67,3
344,314,2,,3,9,1,Female,32,1,1,3,Q3,57,Offer B,1,Bank Withdrawal,20.1,1087.7,0,2607.89,5506,23,5
345,315,3,2,1,0,0,Female,41,0,0,0,Q3,1,Offer E,0,Mailed Check,71.1,71.1,0,81.29,5824,91,2
346,26,2,,2,3,1,Female,74,1,0,0,Q3,60,None,1,Credit Card,100.5,6029,0,7689.8,6442,34,5
347,11,2,,3,6,1,Male,57,1,0,0,Q3,37,None,1,Credit Card,62.8,2278.75,16.97,2428.28,5229,66,3
348,316,3,5,1,0,0,Male,42,0,0,0,Q3,1,None,1,Credit Card,70.45,70.45,0,123.32,3525,90,1
349,317,2,,2,8,1,Male,39,1,1,2,Q3,28,None,0,Bank Withdrawal,100.35,2799,0,3015.44,3411,50,3
350,318,2,,3,0,0,Female,78,0,0,0,Q3,24,None,1,Credit Card,20.3,459.95,0,901.31,3740,71,5
351,123,2,,2,0,0,Female,27,0,0,0,Q3,62,None,1,Bank Withdrawal,92.05,5755.8,14.21,7222.15,5801,71,3
352,319,3,12,2,0,0,Female,39,0,0,0,Q3,18,Offer D,0,Bank Withdrawal,20.15,390.85,0,551.95,4931,85,3
353,320,3,13,1,0,0,Female,21,0,0,0,Q3,5,None,0,Bank Withdrawal,54.2,308.25,0,326.3,5476,78,1
354,321,2,,1,9,1,Female,58,1,1,3,Q3,20,None,0,Credit Card,20.35,442.6,0,1291.8,2522,49,4
355,322,3,7,1,0,0,Female,56,0,0,0,Q3,1,None,0,Mailed Check,70.75,70.75,0,96.75,3963,93,2
356,323,3,16,2,0,0,Male,26,0,0,0,Q3,35,None,1,Bank Withdrawal,102.35,3626.1,0,5020.5,2473,80,3
357,324,2,,3,0,0,Female,78,0,0,0,Q3,52,None,1,Bank Withdrawal,50.5,2566.3,0,2566.3,5185,70,3
358,325,3,6,1,1,1,Female,25,1,0,0,Q3,30,Offer C,1,Bank Withdrawal,85,2624.25,0,2768.85,3698,90,2
359,326,2,,3,7,1,Male,36,1,0,0,Q3,72,Offer A,0,Bank Withdrawal,42.1,2962,0,2962,6091,29,4
360,327,3,12,1,0,0,Male,70,0,0,0,Q3,15,Offer D,0,Bank Withdrawal,75.65,1146.65,0,1842.35,2099,96,3
361,328,2,,3,0,0,Male,36,0,1,2,Q3,70,Offer A,1,Bank Withdrawal,114.6,7882.5,0,9749.4,5414,65,4
362,329,2,,3,0,0,Male,37,0,1,2,Q3,66,None,0,Bank Withdrawal,65.7,4378.9,0,6498.82,5058,57,3
363,89,2,,3,6,1,Male,68,1,0,0,Q3,55,None,1,Bank Withdrawal,74,4052.4,0,6411.9,4958,54,5
364,76,3,2,1,2,1,Female,66,1,0,0,Q3,55,Offer B,1,Bank Withdrawal,85.45,4874.7,0,7319.8,5502,91,1
365,330,2,,2,2,1,Male,72,1,0,0,Q3,57,None,1,Credit Card,71.1,4140.1,0,6885.22,5462,40,5
366,331,2,,3,9,1,Female,34,1,0,0,Q3,72,None,1,Bank Withdrawal,109.55,8165.1,0,11347.5,6452,53,3
367,332,2,,1,3,1,Female,27,1,0,0,Q3,28,None,0,Credit Card,20.5,563.05,0,1748.29,5145,41,4
368,333,2,,3,8,1,Male,48,1,0,0,Q3,54,None,1,Bank Withdrawal,74.55,4191.45,0,4957.17,4544,59,4
369,334,2,,3,6,1,Male,66,1,1,2,Q3,24,Offer C,1,Bank Withdrawal,79.85,1857.75,0,1955.19,3412,36,3
370,335,1,,1,6,1,Female,59,1,0,0,Q3,2,Offer E,1,Mailed Check,62.15,113.1,0,209.88,5766,34,3
371,336,2,,1,0,0,Male,19,0,1,2,Q3,12,Offer D,0,Credit Card,21.05,235.8,0,468.36,4001,70,3
372,337,2,,2,0,0,Male,69,0,0,0,Q3,51,None,1,Bank Withdrawal,79.6,3974.7,16.73,5228.89,4673,59,5
373,338,2,,1,0,0,Male,64,0,0,0,Q3,13,None,0,Mailed Check,73.35,931.55,49.02,1415.4,4645,65,4
374,339,2,,3,0,0,Male,26,0,0,0,Q3,58,Offer B,0,Bank Withdrawal,70.1,4048.95,0,6802.21,4474,58,4
375,242,2,,2,2,1,Female,43,1,0,0,Q3,18,Offer D,1,Credit Card,54.4,957.1,0,1766.56,4948,33,5
376,340,2,,3,6,1,Female,44,1,0,0,Q3,29,Offer C,1,Credit Card,19.55,521.8,0,1970.64,5758,77,3
377,341,2,,3,9,1,Female,61,1,1,3,Q3,72,None,0,Credit Card,74.55,5430.65,0,7003.13,4703,25,3
378,342,2,,3,9,1,Male,39,1,1,1,Q3,71,Offer A,0,Credit Card,23.9,1626.4,0,2974.69,5574,71,4
379,343,2,,3,0,0,Female,62,0,0,0,Q3,70,Offer A,1,Bank Withdrawal,44.6,3058.15,0,3058.15,4442,26,3
380,344,3,3,1,0,0,Male,45,0,0,0,Q3,9,None,1,Bank Withdrawal,95.5,829.1,0,1002.08,5007,90,2
381,345,2,,1,5,1,Female,28,1,1,2,Q3,20,None,1,Bank Withdrawal,95.5,1916.2,0,2690.4,3186,73,3
382,128,3,2,2,0,0,Male,51,0,0,0,Q3,69,Offer A,1,Credit Card,78.6,5356.45,0,7383.67,6230,93,1
383,346,2,,2,0,0,Male,26,0,0,0,Q3,63,None,0,Credit Card,104.5,6590.8,0,7942.15,4908,43,4
384,347,2,,1,0,0,Female,38,0,0,0,Q3,7,None,0,Bank Withdrawal,61.4,438.9,0,549.78,2845,71,3
385,348,2,,3,7,1,Female,19,1,1,1,Q3,69,None,1,Credit Card,43.95,2960.1,0,2960.1,4479,73,3
386,349,3,15,1,1,1,Male,34,1,1,1,Q3,5,Offer E,1,Bank Withdrawal,25.9,135,0,335.25,2102,83,1
387,203,2,,1,0,0,Female,38,0,0,0,Q3,9,None,0,Bank Withdrawal,80.55,653.9,2.28,944.75,3581,26,3
388,350,2,,3,10,1,Female,32,1,1,1,Q3,46,Offer B,0,Credit Card,99.65,4630.2,9.35,6886.81,4736,58,3
389,351,2,,2,10,1,Male,76,1,0,0,Q3,60,Offer B,1,Bank Withdrawal,97.95,5867,0,6890,6150,29,4
390,27,3,7,1,1,1,Male,70,1,0,0,Q3,27,None,1,Bank Withdrawal,95.55,2510.2,0,3576.43,2999,75,1
391,352,2,,1,2,1,Female,19,1,0,0,Q3,16,Offer D,0,Bank Withdrawal,90.7,1374.9,0,1820.18,4839,73,3
392,353,3,5,1,4,1,Female,23,1,0,0,Q3,22,None,0,Bank Withdrawal,83.3,1845.9,0,1934.12,3804,88,1
393,243,2,,2,7,1,Female,21,1,1,1,Q3,41,Offer B,1,Bank Withdrawal,101.6,3930.55,0,4534.48,3275,52,3
394,354,2,,3,0,0,Female,76,0,0,0,Q3,4,None,0,Bank Withdrawal,72.75,317.75,0,460.43,4503,50,4
395,355,2,,1,0,0,Female,63,0,0,0,Q3,24,Offer C,1,Credit Card,88.95,2072.75,0,3130.91,5557,37,3
396,356,2,,3,0,0,Female,43,0,0,0,Q3,38,None,0,Credit Card,20.3,743.05,0,2384.27,5919,59,5
397,305,2,,1,0,0,Female,19,0,0,0,Q3,25,None,1,Bank Withdrawal,78.35,1837.9,0,2539.15,4855,63,4
398,357,2,,1,8,1,Male,41,1,0,0,Q3,40,Offer B,1,Bank Withdrawal,80,3168.75,41.74,4695.81,2478,31,3
399,358,3,14,1,0,0,Female,48,0,0,0,Q3,8,None,1,Bank Withdrawal,49.85,365.55,13.01,664.86,2269,75,3
400,359,2,,1,1,1,Male,35,1,1,3,Q3,13,Offer D,1,Credit Card,19.85,252,0,774.6,2928,31,4
401,360,2,,1,0,0,Male,21,1,1,1,Q3,64,None,1,Bank Withdrawal,91.8,5960.5,0,8173.62,5371,37,3
402,361,3,5,1,1,1,Female,32,1,0,0,Q3,62,None,1,Bank Withdrawal,100.15,6283.3,0,9295.26,4120,93,1
403,362,2,,1,0,0,Female,51,1,0,0,Q3,20,None,1,Bank Withdrawal,69.8,1540.35,0,2410.15,5456,33,5
404,363,3,17,1,1,1,Male,53,1,0,0,Q3,14,Offer D,0,Bank Withdrawal,46.35,667.7,0,667.7,5360,76,3
405,89,2,,3,0,0,Female,21,0,0,0,Q3,57,None,0,Mailed Check,69.75,3894.4,0,5954.38,4487,38,3
406,364,2,,1,0,0,Male,41,0,1,1,Q3,12,Offer D,1,Mailed Check,69.85,837.5,0,1162.34,5796,36,3
407,365,2,,3,0,0,Female,40,1,1,2,Q3,59,Offer B,0,Credit Card,25.45,1534.05,0,4033.88,4746,30,4
408,366,2,,3,4,1,Female,40,1,0,0,Q3,59,Offer B,1,Credit Card,75.95,4542.35,0,5030.87,5446,46,3
409,367,3,10,3,0,0,Male,62,0,0,0,Q3,53,Offer B,0,Bank Withdrawal,19.75,1052.35,0,2441.48,6265,66,3
410,368,2,,2,3,1,Male,33,1,0,0,Q3,45,None,0,Credit Card,78.75,3600.65,0,5392.55,2595,63,3
411,369,2,,3,5,1,Male,55,1,0,0,Q3,50,Offer B,0,Bank Withdrawal,19.8,1013.2,0,1106.7,5914,61,4
412,370,3,7,1,1,1,Male,35,1,0,0,Q3,20,Offer D,1,Credit Card,89,1820.45,0,2181.45,4594,78,2
413,371,3,16,1,0,0,Female,77,0,0,0,Q3,1,Offer E,0,Bank Withdrawal,25.25,25.25,0,25.25,4628,87,2
